transaction_id,customer_id,product,quantity,price,date,category,city,shipping_method,discount
T5424,C070,Laptop,2,944.26,2025-03-02,Electronics,Los Angeles,Standard,0
T5425,C006,Smartphone,2,476.53,2025-03-07,Accessories,,Standard,10
T5426,C134,Keyboard,3,1198.76,2025-03-03,Home Appliances,Los Angeles,Standard,0
T5427,C114,Smartwatch,2,966.53,2025-03-02,Home Appliances,Seattle,Express,15
T5428,C051,Laptop,2,292.53,2025-03-05,Accessories,,Standard,15
T5429,C088,Monitor,2,109.88,2025-03-01,Accessories,San Francisco,Express,5
T5430,C121,Smartphone,1,906.16,2025-03-03,Home Appliances,Boston,Standard,15
T5431,C098,Keyboard,1,197.22,2025-03-04,Home Appliances,Seattle,Standard,15
T5432,C023,Smartphone,2,259.99,2025-03-07,Accessories,,Express,20
T5433,C078,Laptop,3,356.81,2025-03-05,Electronics,Chicago,Standard,10
T5434,C023,Monitor,1,1089.52,2025-03-07,,,Standard,10
T5435,C132,Keyboard,2,883.94,2025-03-04,Home Appliances,Chicago,Standard,20
T5436,C085,Laptop,2,629.21,2025-03-04,Home Appliances,Seattle,Express,20
T5437,C126,Smartphone,2,1079.11,2025-03-03,Electronics,Chicago,Standard,5
T5438,C190,Smartphone,2,165.23,2025-03-04,Electronics,Miami,Express,0
T5439,C136,Keyboard,2,295.95,2025-03-03,Clothing,Seattle,Standard,5
T5440,C115,Smartphone,2,129.69,2025-03-06,Clothing,Los Angeles,Express,20
T5441,C093,Keyboard,3,524.41,2025-03-02,,Los Angeles,Express,20
T5442,C189,Headphones,2,1000.87,2025-03-03,Clothing,Chicago,Express,0
T5443,C078,Smartwatch,1,143.63,2025-03-07,Home Appliances,New York,Express,15
T5444,C082,Smartwatch,1,133.62,2025-03-02,Electronics,Boston,Express,10
T5445,C134,Keyboard,1,797.69,2025-03-06,Clothing,New York,Standard,15
T5446,C064,Headphones,3,206.31,2025-03-01,Electronics,Chicago,Standard,15
T5447,C036,Tablet,1,1002.28,2025-03-05,Electronics,Miami,Express,5
T5448,C143,Laptop,2,960.21,2025-03-02,Clothing,Los Angeles,Express,10
T5449,C051,Smartwatch,3,920.23,2025-03-05,,Seattle,Standard,5
T5450,C142,Smartwatch,3,258.43,2025-03-02,Electronics,Los Angeles,Express,10
T5451,C167,Smartphone,2,448.22,2025-03-01,Accessories,Boston,Standard,5
T5452,C146,Keyboard,2,245.86,2025-03-02,Accessories,San Francisco,Standard,10
T5453,C101,Keyboard,1,1196.17,2025-03-03,Home Appliances,Boston,Standard,15
T5454,C159,Tablet,2,820.88,2025-03-01,Accessories,Chicago,Express,20
T5455,C150,Monitor,1,1005.11,2025-03-06,Clothing,New York,Standard,20
T5456,C052,Monitor,2,986.0,2025-03-05,Accessories,Chicago,Standard,5
T5457,C175,Monitor,3,552.49,2025-03-02,Accessories,Seattle,Standard,10
T5458,C030,Smartphone,1,1060.84,2025-03-02,Electronics,Chicago,Standard,15
T5459,C059,Monitor,1,197.64,2025-03-02,,New York,Express,0
T5460,C136,Smartphone,1,658.06,2025-03-03,Home Appliances,Seattle,Standard,20
T5461,C158,Smartphone,2,392.99,2025-03-02,Electronics,Chicago,Express,15
T5462,C036,Keyboard,2,674.18,2025-03-06,,Boston,Express,15
T5463,C195,Monitor,3,678.58,2025-03-03,Home Appliances,San Francisco,Express,0
T5464,C027,Laptop,2,898.0,2025-03-03,Electronics,Seattle,Standard,20
T5465,C041,Smartphone,2,797.01,2025-03-02,Accessories,,Express,5
T5466,C088,Headphones,1,1153.04,2025-03-02,Accessories,Seattle,Standard,20
T5467,C046,Smartphone,3,237.23,2025-03-03,Accessories,San Francisco,Standard,10
T5468,C155,Smartwatch,3,1143.68,2025-03-04,Clothing,,Express,10
T5469,C077,Smartphone,3,900.24,2025-03-01,Accessories,Miami,Express,5
T5470,C074,Tablet,2,775.43,2025-03-03,Home Appliances,New York,Standard,20
T5471,C072,Tablet,2,639.37,2025-03-06,Electronics,Chicago,Standard,10
T5472,C183,Keyboard,3,607.04,2025-03-03,Accessories,Miami,Express,0
T5473,C172,Smartwatch,1,756.55,2025-03-04,Home Appliances,Seattle,Standard,15
T5474,C095,Tablet,2,858.12,2025-03-02,,Los Angeles,Standard,20
T5475,C181,Keyboard,3,950.1,2025-03-04,Clothing,Los Angeles,Standard,0
T5476,C091,Headphones,3,325.7,2025-03-02,Clothing,Chicago,Standard,5
T5477,C197,Laptop,1,458.17,2025-03-05,,Chicago,Express,20
T5478,C009,Smartphone,1,718.06,2025-03-03,Home Appliances,New York,Express,15
T5479,C099,Headphones,3,1088.15,2025-03-02,Clothing,New York,Express,10
T5480,C186,Smartwatch,1,107.14,2025-03-06,Home Appliances,Boston,Standard,10
T5481,C048,Keyboard,1,484.32,2025-03-02,,San Francisco,Express,0
T5482,C122,Tablet,2,881.52,2025-03-01,Electronics,New York,Standard,5
T5483,C096,Smartwatch,2,532.19,2025-03-01,Electronics,San Francisco,Standard,10
T5484,C178,Monitor,3,900.84,2025-03-05,Electronics,Seattle,Express,20
T5485,C016,Laptop,1,67.78,2025-03-03,,Miami,Express,15
T5486,C087,Keyboard,1,214.85,2025-03-06,Accessories,New York,Express,5
T5487,C134,Smartwatch,1,503.03,2025-03-01,Home Appliances,New York,Express,5
T5488,C006,Tablet,1,382.57,2025-03-04,Clothing,Los Angeles,Standard,0
T5489,C130,Tablet,1,204.29,2025-03-03,Accessories,,Express,15
T5490,C044,Smartphone,3,689.62,2025-03-07,Accessories,,Standard,15
T5491,C121,Headphones,1,399.09,2025-03-01,Clothing,New York,Express,20
T5492,C181,Laptop,2,189.32,2025-03-01,,Miami,Standard,0
T5493,C157,Laptop,1,1115.52,2025-03-06,Electronics,Boston,Express,5
T5494,C186,Headphones,3,92.1,2025-03-02,Accessories,Los Angeles,Express,20
T5495,C107,Keyboard,3,127.29,2025-03-01,Electronics,Miami,Standard,0
T5496,C036,Keyboard,3,452.19,2025-03-07,Clothing,,Express,0
T5497,C135,Keyboard,2,208.48,2025-03-06,Clothing,Boston,Standard,5
T5498,C090,Laptop,2,1000.27,2025-03-03,Electronics,New York,Standard,10
T5499,C185,Smartphone,1,660.81,2025-03-06,Electronics,Boston,Express,5
T5500,C011,Laptop,2,568.84,2025-03-06,Accessories,Los Angeles,Standard,0
T5501,C146,Monitor,3,387.84,2025-03-06,Clothing,Los Angeles,Standard,10
T5502,C069,Tablet,3,499.12,2025-03-02,Home Appliances,Miami,Standard,0
T5503,C091,Tablet,2,1169.02,2025-03-05,Accessories,Miami,Express,0
T5504,C107,Laptop,1,667.87,2025-03-06,,,Express,15
T5505,C085,Smartwatch,1,717.98,2025-03-04,Accessories,,Standard,20
T5506,C109,Headphones,2,985.99,2025-03-02,Accessories,Chicago,Express,15
T5507,C043,Smartphone,1,806.36,2025-03-05,Clothing,New York,Standard,10
T5508,C021,Headphones,3,618.36,2025-03-05,Electronics,San Francisco,Express,10
T5509,C070,Laptop,2,710.89,2025-03-06,Clothing,Miami,Express,15
T5510,C164,Monitor,1,1110.38,2025-03-04,Clothing,,Express,15
T5511,C180,Tablet,2,895.95,2025-03-02,Clothing,Seattle,Express,15
T5512,C002,Smartphone,2,560.03,2025-03-05,Home Appliances,Miami,Standard,0
T5513,C121,Headphones,2,375.03,2025-03-03,Home Appliances,Miami,Express,15
T5514,C139,Smartphone,1,660.5,2025-03-03,Accessories,San Francisco,Standard,20
T5515,C175,Keyboard,3,60.23,2025-03-04,Home Appliances,Los Angeles,Express,10
T5516,C008,Monitor,3,102.94,2025-03-06,Clothing,San Francisco,Express,5
T5517,C052,Laptop,3,90.43,2025-03-05,,New York,Express,0
T5518,C057,Keyboard,2,1050.16,2025-03-02,,Los Angeles,Express,15
T5519,C105,Smartwatch,3,919.76,2025-03-05,Clothing,Seattle,Express,15
T5520,C094,Laptop,2,536.42,2025-03-01,Clothing,Chicago,Standard,15
T5521,C078,Keyboard,3,918.63,2025-03-07,Home Appliances,,Express,20
T5522,C033,Smartphone,3,228.51,2025-03-04,Accessories,New York,Standard,5
T5523,C137,Keyboard,1,449.78,2025-03-06,Home Appliances,Los Angeles,Standard,10
T5524,C111,Tablet,1,140.95,2025-03-05,,Boston,Express,0
T5525,C064,Tablet,2,834.38,2025-03-03,,San Francisco,Standard,10
T5526,C080,Headphones,2,403.89,2025-03-02,Clothing,San Francisco,Express,10
T5527,C003,Monitor,2,157.81,2025-03-07,,New York,Standard,0
T5528,C114,Headphones,3,1046.07,2025-03-01,,,Express,15
T5529,C154,Keyboard,1,1003.43,2025-03-02,Home Appliances,San Francisco,Express,5
T5530,C003,Smartwatch,1,197.0,2025-03-01,Electronics,New York,Standard,10
T5531,C147,Smartphone,3,59.72,2025-03-03,Home Appliances,Boston,Standard,5
T5532,C025,Smartwatch,3,734.5,2025-03-04,Electronics,Boston,Express,10
T5533,C047,Smartwatch,1,456.61,2025-03-02,Electronics,New York,Express,20
T5534,C125,Headphones,3,1118.24,2025-03-04,,Chicago,Standard,0
T5535,C049,Keyboard,1,934.64,2025-03-03,Electronics,,Express,5
T5536,C097,Smartwatch,2,1063.7,2025-03-05,Accessories,San Francisco,Express,0
T5537,C023,Monitor,3,1044.56,2025-03-06,Home Appliances,New York,Standard,10
T5538,C069,Monitor,1,602.02,2025-03-07,Clothing,Boston,Express,15
T5539,C086,Headphones,1,1189.54,2025-03-04,Electronics,San Francisco,Standard,5
T5540,C179,Smartwatch,1,228.45,2025-03-04,Clothing,,Express,20
T5541,C093,Smartwatch,1,767.91,2025-03-03,,,Standard,20
T5542,C178,Headphones,3,876.36,2025-03-03,Home Appliances,Seattle,Express,0
T5543,C145,Headphones,2,345.66,2025-03-05,Clothing,Boston,Express,5
T5544,C032,Headphones,1,225.13,2025-03-02,Clothing,,Standard,10
T5545,C165,Keyboard,3,824.89,2025-03-04,Home Appliances,Los Angeles,Express,15
T5546,C092,Monitor,3,494.71,2025-03-02,Home Appliances,Boston,Express,10
T5547,C011,Smartwatch,2,923.75,2025-03-01,Home Appliances,,Express,5
T5548,C027,Monitor,3,102.13,2025-03-03,Electronics,San Francisco,Standard,20
T5549,C194,Headphones,2,306.98,2025-03-01,Clothing,Miami,Express,0
T5550,C002,Headphones,3,921.5,2025-03-01,,Miami,Standard,15
T5551,C104,Headphones,2,858.48,2025-03-02,Clothing,Seattle,Express,15
T5552,C007,Headphones,3,901.22,2025-03-04,Clothing,Seattle,Express,5
T5553,C093,Smartwatch,1,925.62,2025-03-02,Clothing,Seattle,Express,20
T5554,C035,Smartphone,3,515.14,2025-03-07,Accessories,Boston,Express,5
T5555,C040,Smartwatch,3,912.48,2025-03-07,Clothing,Seattle,Standard,15
T5556,C074,Headphones,3,654.51,2025-03-03,Electronics,Seattle,Express,0
T5557,C165,Smartphone,3,206.81,2025-03-06,Clothing,Los Angeles,Standard,0
T5558,C187,Smartphone,3,616.64,2025-03-05,Electronics,New York,Standard,5
T5559,C052,Monitor,1,677.02,2025-03-02,Electronics,Miami,Express,15
T5560,C170,Headphones,1,509.28,2025-03-04,Electronics,,Standard,5
T5561,C102,Smartwatch,2,700.45,2025-03-02,Accessories,San Francisco,Standard,10
T5562,C104,Laptop,1,1198.42,2025-03-04,Electronics,Miami,Express,0
T5563,C137,Keyboard,3,445.58,2025-03-04,Clothing,,Express,5
T5564,C093,Headphones,2,991.63,2025-03-03,Electronics,Boston,Standard,10
T5565,C099,Monitor,2,678.09,2025-03-05,Home Appliances,Chicago,Standard,0
T5566,C123,Tablet,2,721.14,2025-03-06,,Chicago,Express,15
T5567,C082,Monitor,3,605.79,2025-03-07,Electronics,Los Angeles,Express,20
T5568,C031,Headphones,2,166.3,2025-03-05,Home Appliances,Seattle,Standard,20
T5569,C170,Monitor,2,1179.97,2025-03-01,Accessories,Boston,Standard,5
T5570,C002,Laptop,1,1183.95,2025-03-06,Home Appliances,Seattle,Express,10
T5571,C052,Tablet,2,703.75,2025-03-05,Clothing,Miami,Standard,0
T5572,C002,Smartphone,3,439.54,2025-03-07,Clothing,Miami,Express,0
T5573,C097,Monitor,1,215.92,2025-03-05,,Chicago,Standard,10
T5574,C123,Tablet,2,81.83,2025-03-07,Home Appliances,,Express,10
T5575,C181,Headphones,1,456.58,2025-03-01,Accessories,New York,Standard,5
T5576,C055,Keyboard,2,57.7,2025-03-06,Accessories,Boston,Standard,20
T5577,C028,Tablet,2,812.25,2025-03-05,,Los Angeles,Express,10
T5578,C149,Smartphone,2,160.46,2025-03-06,Home Appliances,,Express,5
T5579,C003,Keyboard,3,119.63,2025-03-03,Clothing,New York,Express,10
T5580,C198,Smartphone,2,491.83,2025-03-07,Accessories,Boston,Express,0
T5581,C045,Monitor,1,616.92,2025-03-01,,Miami,Standard,10
T5582,C081,Keyboard,3,843.05,2025-03-02,Home Appliances,San Francisco,Standard,0
T5583,C138,Smartwatch,1,632.57,2025-03-04,Electronics,Los Angeles,Express,20
T5584,C125,Monitor,3,600.94,2025-03-06,Clothing,New York,Express,10
T5585,C022,Headphones,3,316.32,2025-03-03,Home Appliances,Seattle,Express,15
T5586,C006,Headphones,1,305.9,2025-03-02,Home Appliances,,Express,10
T5587,C077,Keyboard,2,884.65,2025-03-04,Accessories,Seattle,Express,5
T5588,C199,Smartwatch,3,697.04,2025-03-06,Accessories,Los Angeles,Express,0
T5589,C187,Smartwatch,1,483.18,2025-03-01,Electronics,Los Angeles,Standard,15
T5590,C107,Monitor,3,146.03,2025-03-01,Clothing,San Francisco,Express,10
T5591,C159,Laptop,3,86.7,2025-03-06,,New York,Standard,10
T5592,C102,Headphones,1,972.51,2025-03-01,,New York,Standard,0
T5593,C148,Keyboard,1,1133.36,2025-03-03,Accessories,New York,Express,0
T5594,C155,Keyboard,1,1145.18,2025-03-06,Electronics,Boston,Standard,0
T5595,C077,Monitor,2,772.58,2025-03-02,Electronics,New York,Standard,15
T5596,C003,Smartwatch,3,1023.42,2025-03-05,,Boston,Express,15
T5597,C084,Keyboard,2,565.85,2025-03-06,Clothing,,Express,15
T5598,C107,Headphones,1,714.46,2025-03-02,Home Appliances,San Francisco,Standard,5
T5599,C063,Smartphone,2,468.54,2025-03-05,,New York,Standard,5
T5600,C102,Laptop,1,1197.6,2025-03-04,Home Appliances,,Standard,15
T5601,C020,Keyboard,1,1154.47,2025-03-03,Electronics,San Francisco,Express,10
T5602,C099,Keyboard,3,695.35,2025-03-01,Electronics,Los Angeles,Express,15
T5603,C179,Tablet,1,518.22,2025-03-01,,Los Angeles,Express,20
T5604,C030,Keyboard,2,193.99,2025-03-02,,San Francisco,Standard,15
T5605,C052,Smartwatch,2,798.08,2025-03-04,Clothing,Boston,Standard,15
T5606,C158,Keyboard,2,119.69,2025-03-06,Clothing,Miami,Standard,0
T5607,C099,Keyboard,1,686.22,2025-03-07,Home Appliances,Miami,Express,0
T5608,C156,Smartphone,2,752.77,2025-03-05,Accessories,Miami,Standard,15
T5609,C061,Monitor,3,390.34,2025-03-04,Clothing,Boston,Standard,20
T5610,C148,Laptop,1,67.86,2025-03-06,Clothing,New York,Express,20
T5611,C056,Smartphone,3,126.46,2025-03-05,Clothing,Miami,Express,20
T5612,C193,Smartwatch,2,450.91,2025-03-07,Home Appliances,Chicago,Express,5
T5613,C093,Tablet,2,1096.59,2025-03-07,,San Francisco,Express,15
T5614,C056,Headphones,3,371.03,2025-03-04,Home Appliances,New York,Standard,20
T5615,C057,Headphones,1,280.65,2025-03-05,Home Appliances,Seattle,Standard,0
T5616,C051,Headphones,2,1122.28,2025-03-01,Electronics,Los Angeles,Standard,10
T5617,C108,Monitor,3,158.13,2025-03-04,Accessories,Chicago,Standard,0
T5618,C170,Laptop,2,1140.02,2025-03-05,Accessories,New York,Express,0
T5619,C158,Laptop,3,1130.47,2025-03-02,Clothing,San Francisco,Standard,15
T5620,C147,Smartwatch,2,949.65,2025-03-01,Clothing,Boston,Standard,10
T5621,C078,Keyboard,3,164.31,2025-03-04,Clothing,Los Angeles,Express,5
T5622,C018,Laptop,2,422.92,2025-03-02,Clothing,Boston,Express,0
T5623,C126,Smartphone,3,428.9,2025-03-07,,Seattle,Standard,20
T5624,C095,Tablet,2,877.45,2025-03-06,Electronics,Los Angeles,Express,15
T5625,C066,Laptop,1,979.66,2025-03-01,Accessories,New York,Standard,10
T5626,C177,Smartphone,3,106.26,2025-03-04,Home Appliances,Boston,Express,20
T5627,C196,Smartphone,1,427.92,2025-03-03,Electronics,Seattle,Standard,20
T5628,C189,Tablet,2,410.38,2025-03-07,Accessories,Los Angeles,Standard,5
T5629,C167,Keyboard,2,624.29,2025-03-03,Accessories,Los Angeles,Standard,15
T5630,C050,Smartwatch,3,918.55,2025-03-07,Clothing,Boston,Express,20
T5631,C111,Monitor,2,806.61,2025-03-05,Electronics,Boston,Standard,20
T5632,C089,Smartwatch,2,340.29,2025-03-04,Electronics,Miami,Standard,0
T5633,C002,Smartphone,2,75.35,2025-03-06,,Los Angeles,Standard,20
T5634,C043,Tablet,1,732.48,2025-03-04,Home Appliances,Seattle,Standard,10
T5635,C102,Monitor,2,1186.48,2025-03-01,Accessories,Seattle,Standard,10
T5636,C047,Smartwatch,2,1121.5,2025-03-03,Electronics,New York,Express,10
T5637,C138,Tablet,2,466.92,2025-03-07,Home Appliances,Los Angeles,Standard,10
T5638,C026,Tablet,2,284.88,2025-03-07,Home Appliances,Boston,Express,10
T5639,C106,Tablet,2,734.64,2025-03-01,Home Appliances,,Express,0
T5640,C031,Smartwatch,2,52.47,2025-03-03,Electronics,San Francisco,Standard,5
T5641,C072,Headphones,1,188.7,2025-03-03,Home Appliances,Chicago,Standard,0
T5642,C194,Smartphone,3,107.47,2025-03-04,Accessories,,Standard,5
T5643,C055,Smartphone,1,597.25,2025-03-02,Electronics,Seattle,Standard,5
T5644,C049,Smartphone,2,347.62,2025-03-01,Electronics,Seattle,Standard,0
T5645,C197,Monitor,1,328.87,2025-03-06,Clothing,Boston,Express,20
T5646,C113,Smartphone,2,688.91,2025-03-07,,Boston,Standard,15
T5647,C082,Smartwatch,3,934.48,2025-03-06,Home Appliances,Los Angeles,Express,10
T5648,C042,Smartphone,2,480.78,2025-03-03,,New York,Express,10
T5649,C014,Headphones,1,432.75,2025-03-02,,Los Angeles,Express,5
T5650,C176,Keyboard,2,1193.36,2025-03-04,Home Appliances,Los Angeles,Standard,0
T5651,C172,Headphones,1,547.45,2025-03-07,Electronics,Boston,Standard,15
T5652,C041,Smartwatch,2,1079.75,2025-03-01,Home Appliances,Seattle,Express,15
T5653,C022,Smartphone,2,564.83,2025-03-06,,Los Angeles,Standard,5
T5654,C060,Tablet,3,266.1,2025-03-06,Clothing,Boston,Express,5
T5655,C126,Laptop,1,625.32,2025-03-04,Clothing,San Francisco,Standard,20
T5656,C047,Laptop,1,835.46,2025-03-02,Home Appliances,Chicago,Standard,0
T5657,C104,Smartphone,3,1111.4,2025-03-03,Home Appliances,Los Angeles,Express,15
T5658,C193,Laptop,1,559.57,2025-03-05,,,Express,10
T5659,C184,Tablet,1,720.19,2025-03-04,Clothing,Los Angeles,Standard,15
T5660,C025,Smartphone,3,426.42,2025-03-03,Accessories,Chicago,Express,0
T5661,C061,Tablet,3,190.11,2025-03-07,Accessories,San Francisco,Standard,5
T5662,C199,Tablet,2,114.92,2025-03-05,Home Appliances,New York,Standard,15
T5663,C011,Keyboard,3,202.75,2025-03-02,Accessories,San Francisco,Standard,5
T5664,C193,Smartphone,3,208.11,2025-03-03,Clothing,New York,Standard,10
T5665,C163,Smartphone,1,493.02,2025-03-01,,Chicago,Express,10
T5666,C021,Smartphone,3,317.67,2025-03-01,Accessories,Chicago,Express,15
T5667,C103,Keyboard,3,491.6,2025-03-01,Electronics,Seattle,Standard,15
T5668,C139,Headphones,2,259.72,2025-03-03,,,Express,10
T5669,C116,Keyboard,2,1054.97,2025-03-06,Accessories,,Express,20
T5670,C145,Smartphone,2,1147.39,2025-03-06,,New York,Express,20
T5671,C041,Tablet,3,707.15,2025-03-02,Accessories,Chicago,Standard,15
T5672,C147,Laptop,1,1057.07,2025-03-05,Electronics,Chicago,Express,20
T5673,C091,Smartphone,2,1158.45,2025-03-04,,Boston,Express,20
T5674,C035,Monitor,1,53.79,2025-03-01,Clothing,Los Angeles,Standard,5
T5675,C161,Tablet,1,204.86,2025-03-02,,New York,Standard,0
T5676,C048,Headphones,1,641.36,2025-03-07,Accessories,Chicago,Express,0
T5677,C181,Keyboard,3,1032.51,2025-03-04,Clothing,Boston,Express,15
T5678,C088,Smartwatch,2,227.42,2025-03-07,Electronics,Seattle,Express,20
T5679,C004,Monitor,1,648.89,2025-03-03,Clothing,Chicago,Standard,10
T5680,C060,Laptop,1,116.38,2025-03-06,,Seattle,Standard,0
T5681,C073,Tablet,3,1073.58,2025-03-04,Clothing,Boston,Standard,20
T5682,C190,Monitor,3,1144.06,2025-03-06,Home Appliances,Chicago,Standard,5
T5683,C124,Keyboard,1,197.67,2025-03-01,Home Appliances,Chicago,Express,20
T5684,C005,Tablet,2,379.35,2025-03-03,Accessories,New York,Standard,10
T5685,C124,Headphones,3,1032.44,2025-03-07,Electronics,San Francisco,Standard,5
T5686,C012,Headphones,2,259.54,2025-03-03,,Miami,Standard,0
T5687,C004,Smartwatch,3,931.36,2025-03-05,Home Appliances,,Express,20
T5688,C078,Smartphone,3,357.13,2025-03-07,Electronics,Miami,Standard,10
T5689,C143,Laptop,1,141.78,2025-03-05,,Seattle,Standard,15
T5690,C185,Smartwatch,2,477.25,2025-03-05,Home Appliances,Los Angeles,Express,0
T5691,C007,Smartphone,3,979.0,2025-03-03,Home Appliances,San Francisco,Express,0
T5692,C043,Smartwatch,2,705.11,2025-03-04,,San Francisco,Express,5
T5693,C139,Keyboard,2,179.18,2025-03-04,Clothing,Chicago,Express,20
T5694,C095,Headphones,3,172.61,2025-03-07,,Boston,Express,0
T5695,C111,Keyboard,2,508.56,2025-03-05,,Los Angeles,Standard,20
T5696,C042,Headphones,2,470.52,2025-03-01,Home Appliances,Seattle,Standard,5
T5697,C147,Tablet,2,978.28,2025-03-06,Home Appliances,New York,Standard,15
T5698,C166,Tablet,3,943.3,2025-03-01,Clothing,San Francisco,Express,15
T5699,C117,Keyboard,3,949.1,2025-03-05,,Seattle,Express,0
T5700,C161,Monitor,3,427.86,2025-03-05,Home Appliances,,Express,5
T5701,C173,Smartwatch,1,786.99,2025-03-03,,Boston,Standard,20
T5702,C127,Headphones,3,543.85,2025-03-05,Accessories,Seattle,Standard,15
T5703,C096,Laptop,2,350.96,2025-03-01,,Chicago,Standard,15
T5704,C172,Smartphone,1,101.4,2025-03-07,,Boston,Standard,15
T5705,C123,Smartphone,3,422.08,2025-03-04,Home Appliances,Miami,Standard,0
T5706,C143,Laptop,3,418.18,2025-03-03,,Miami,Standard,20
T5707,C157,Smartwatch,3,655.36,2025-03-04,Accessories,Chicago,Standard,20
T5708,C040,Monitor,2,803.71,2025-03-03,Home Appliances,Seattle,Standard,15
T5709,C095,Keyboard,1,1063.96,2025-03-05,Home Appliances,,Standard,10
T5710,C048,Laptop,3,635.81,2025-03-01,Accessories,New York,Express,15
T5711,C191,Laptop,3,206.96,2025-03-03,Accessories,Miami,Standard,0
T5712,C069,Smartphone,1,919.34,2025-03-02,Accessories,New York,Express,20
T5713,C157,Tablet,2,816.66,2025-03-04,,Chicago,Express,10
T5714,C003,Laptop,2,624.05,2025-03-02,Accessories,Chicago,Express,20
T5715,C167,Tablet,2,870.59,2025-03-02,Accessories,,Standard,10
T5716,C139,Smartwatch,2,187.45,2025-03-04,,Chicago,Standard,10
T5717,C143,Tablet,3,939.1,2025-03-02,Electronics,,Express,5
T5718,C130,Keyboard,3,494.15,2025-03-02,Clothing,Seattle,Express,5
T5719,C105,Monitor,1,1033.8,2025-03-04,Home Appliances,Miami,Standard,10
T5720,C200,Monitor,2,837.12,2025-03-04,Electronics,Miami,Express,20
T5721,C114,Monitor,3,453.64,2025-03-05,Electronics,Los Angeles,Standard,10
T5722,C185,Tablet,1,1108.5,2025-03-03,Clothing,Boston,Standard,10
T5723,C084,Smartwatch,1,260.47,2025-03-07,,Los Angeles,Express,20
T5724,C194,Laptop,3,266.93,2025-03-01,Accessories,Seattle,Express,15
T5725,C123,Smartwatch,3,670.0,2025-03-02,Clothing,Los Angeles,Express,0
T5726,C044,Smartphone,1,783.41,2025-03-05,Electronics,Chicago,Express,15
T5727,C007,Smartwatch,3,319.36,2025-03-04,Accessories,Boston,Express,10
T5728,C094,Monitor,2,127.33,2025-03-07,Electronics,Boston,Standard,20
T5729,C193,Tablet,3,753.29,2025-03-06,Electronics,Los Angeles,Standard,20
T5730,C159,Smartwatch,1,877.52,2025-03-07,Electronics,,Standard,15
T5731,C140,Monitor,3,346.78,2025-03-04,Clothing,Chicago,Express,0
T5732,C003,Keyboard,2,1009.65,2025-03-02,Clothing,Boston,Standard,20
T5733,C023,Smartwatch,1,782.05,2025-03-03,Clothing,Boston,Standard,15
T5734,C038,Smartwatch,3,384.89,2025-03-03,,Miami,Express,0
T5735,C183,Monitor,3,636.63,2025-03-07,Electronics,Los Angeles,Express,20
T5736,C027,Keyboard,3,1189.67,2025-03-07,Electronics,New York,Standard,0
T5737,C039,Keyboard,3,842.44,2025-03-05,,New York,Standard,5
T5738,C173,Monitor,1,639.17,2025-03-06,Home Appliances,Miami,Standard,10
T5739,C139,Monitor,2,898.44,2025-03-05,Accessories,Seattle,Express,0
T5740,C006,Laptop,2,115.86,2025-03-03,Accessories,Chicago,Standard,5
T5741,C032,Monitor,3,338.23,2025-03-07,,,Express,0
T5742,C030,Smartwatch,2,1117.52,2025-03-04,Home Appliances,Seattle,Express,10
T5743,C138,Tablet,2,169.55,2025-03-06,Home Appliances,,Express,10
T5744,C147,Smartphone,1,153.47,2025-03-05,Home Appliances,,Standard,20
T5745,C148,Smartphone,3,155.47,2025-03-02,Home Appliances,Los Angeles,Standard,10
T5746,C027,Headphones,3,595.39,2025-03-01,Electronics,Los Angeles,Express,20
T5747,C146,Tablet,3,118.99,2025-03-02,Accessories,Seattle,Standard,5
T5748,C028,Smartphone,2,182.39,2025-03-03,Clothing,New York,Standard,10
T5749,C095,Monitor,1,1172.53,2025-03-01,Accessories,Miami,Standard,5
T5750,C045,Smartwatch,3,54.21,2025-03-07,Electronics,New York,Express,15
T5751,C023,Smartphone,2,532.51,2025-03-03,Accessories,Chicago,Standard,20
T5752,C169,Laptop,3,636.27,2025-03-01,Electronics,Los Angeles,Standard,5
T5753,C187,Keyboard,1,505.97,2025-03-05,Electronics,San Francisco,Express,20
T5754,C189,Laptop,1,231.24,2025-03-01,Home Appliances,Seattle,Standard,0
T5755,C127,Monitor,1,192.56,2025-03-07,Clothing,,Express,0
T5756,C104,Headphones,3,884.97,2025-03-04,Accessories,Boston,Express,15
T5757,C037,Headphones,3,1167.24,2025-03-03,,Los Angeles,Standard,20
T5758,C121,Monitor,3,1047.68,2025-03-05,Accessories,San Francisco,Standard,5
T5759,C191,Tablet,2,779.52,2025-03-02,Accessories,Los Angeles,Express,20
T5760,C131,Smartphone,1,162.24,2025-03-05,,Chicago,Standard,5
T5761,C191,Tablet,2,149.49,2025-03-07,Electronics,Miami,Standard,0
T5762,C125,Tablet,1,993.57,2025-03-01,,Los Angeles,Standard,0
T5763,C163,Tablet,2,849.31,2025-03-02,Home Appliances,Boston,Express,0
T5764,C127,Keyboard,1,955.54,2025-03-02,Home Appliances,New York,Express,15
T5765,C134,Keyboard,2,566.37,2025-03-01,Accessories,Chicago,Express,0
T5766,C083,Keyboard,1,1068.78,2025-03-02,Accessories,San Francisco,Standard,20
T5767,C130,Smartphone,2,907.52,2025-03-02,Home Appliances,San Francisco,Express,20
T5768,C042,Smartphone,3,962.47,2025-03-01,Accessories,San Francisco,Standard,0
